id,name,city,state_x,zip,holeCount,rating,latitude,longitude,Modified,Comments,state_y,zipcode,total_pop,total_income,country,avg_income,region
goose-landing-richfield-park,Goose Landing at Richfield Park,Richfield ,North Carolina,28137,18,4.0,35.4782494,-80.2607068,no,none,NC,28137,1330,70110,USA,52714.28571428571,southeast
guilford-meadows,Guilford Meadows,Greensboro ,North Carolina,27410,18,4.0,36.0986784,-79.8884305,no,none,NC,27410,26890,2460027,USA,91484.82707326145,southeast
halifax-county-disc-golf-course,Halifax County Disc Golf Course,Halifax ,North Carolina,27839,18,,36.3457311,-77.62020720000002,no,none,NC,27839,1160,46865,USA,40400.862068965514,southeast
hampstead-kiwanis-park,Hampstead Kiwanis Park,Hampstead ,North Carolina,28443,9,,34.4066311,-77.645348,no,none,NC,28443,10860,836423,USA,77018.69244935543,southeast
surf-city-disc-golf-course,Surf City Disc Golf Course,Hampstead ,North Carolina,28443,9,4.0,34.447835600000005,-77.58790429999998,no,none,NC,28443,10860,836423,USA,77018.69244935543,southeast
wild-turkey-disc-golf-course,Wild Turkey Disc Golf Course,Hampstead ,North Carolina,28443,18,,34.3344224,-77.9036987,no,none,NC,28443,10860,836423,USA,77018.69244935543,southeast
harmon-field,Harmon Field,Tryon ,North Carolina,28782,9,4.0,35.2243536,-82.2490772,no,none,NC,28782,2670,187156,USA,70095.88014981273,southeast
haw-river-state-park-nature-trail-disc-golf,Haw River State Park Nature Trail Disc Golf,Browns Summit ,North Carolina,27214,9,,36.25085900000001,-79.75639,no,none,NC,27214,5510,330347,USA,59954.083484573515,southeast
hawley-middle-school,Hawley Middle School,Creedmoor ,North Carolina,27522,6,,36.1077205,-78.67076690000002,no,none,NC,27522,6060,378139,USA,62399.17491749175,southeast
haywood-community-college,Haywood Community College,Clyde ,North Carolina,28721,18,3.0,35.52593800000001,-82.927916,no,none,NC,28721,4680,250605,USA,53548.076923076915,southeast
andrews-recreation-park,Heritage Park,Andrews ,North Carolina,28901,9,,35.2012842,-83.82798299999997,no,none,NC,28901,2000,86295,USA,43147.5,southeast
higher-ground,Higher Ground,Fuquay Varina ,North Carolina,27526,18,,35.585518,-78.76468919999998,no,none,NC,27526,23810,1857628,USA,78018.81562368754,southeast
highland-hills-disc-golf-course-north-wilkesboro,Highland Hills Disc Golf Course - North Wilkesboro,North Wilkesboro ,North Carolina,28659,20,4.0,36.1605365,-81.1272859,no,none,NC,28659,8250,388908,USA,47140.36363636363,southeast
hildebran-community-park-disc-golf-course,Hildebran Community Park Disc Golf Course,Hildebran ,North Carolina,28637,9,,35.712175,-81.4197785,no,none,NC,28637,1040,46609,USA,44816.34615384616,southeast
hinson-lake-dgc,Hinson Lake Disc Golf Course,Rockingham ,North Carolina,28379,18,5.0,34.939033,-79.750467,no,none,NC,28379,9790,403176,USA,41182.43105209397,southeast
piedmont-natural-gas,Piedmont Natural Gas ,Rockingham ,North Carolina,28379,9,4.0,34.96379,-79.81213000000002,no,none,NC,28379,9790,403176,USA,41182.43105209397,southeast
horizons-park,Horizons Park,Winston-Salem ,North Carolina,27105,18,3.0,36.2261001,-80.2315933,no,none,NC,27105,16510,515485,USA,31222.59236826166,southeast
hornets-nest-park,Hornets Nest Park,Charlotte ,North Carolina,28216,18,,35.319545,-80.86851899999998,no,none,NC,28216,26220,1205617,USA,45980.81617086193,southeast
wedgewood-north-disc-golf-course,Wedgewood North Disc Golf Course,Charlotte ,North Carolina,28216,4,,35.3199576,-80.86519,no,none,NC,28216,26220,1205617,USA,45980.81617086193,southeast
hudson-middle-school-disc-golf-course,Hudson Middle School Disc Golf Course,Hudson ,North Carolina,28638,9,,35.8457313,-81.4802069,no,none,NC,28638,5330,235016,USA,44093.05816135085,southeast
redwood-park,Redwood Park,Hudson ,North Carolina,28638,9,,35.8499989,-81.4920954,no,none,NC,28638,5330,235016,USA,44093.05816135085,southeast
hughes-park-disc-golf-course,Hughes Park Disc Golf Course,Thomasville ,North Carolina,27360,18,,35.84090829999999,-80.0950453,no,none,NC,27360,20030,924731,USA,46167.29905142287,southeast
pleasant-grove-disc-golf-course,Pleasant Grove Disc Golf Course,Thomasville ,North Carolina,27360,9,3.0,35.913021,-80.05191440000002,no,none,NC,27360,20030,924731,USA,46167.29905142287,southeast
isothermal-community-college,Isothermal Community College,Forest City ,North Carolina,28160,9,,35.3377898,-81.9137017,no,none,NC,28160,1600,56559,USA,35349.375,southeast
jack-marley-park,Jack Marley Park,Angier ,North Carolina,27501,8,1.0,35.5093977,-78.73522159999997,no,none,NC,27501,8870,497863,USA,56128.86133032695,southeast
jackson-park-1,Jackson Park,Hendersonville ,North Carolina,28792,18,5.0,35.3156227,-82.4449677,no,none,NC,28792,14590,729825,USA,50022.27553118574,southeast
jacob-fork-park,Jacob Fork Park,Newton ,North Carolina,28658,18,,35.6321516,-81.3117463,no,none,NC,28658,12180,659256,USA,54126.10837438424,southeast
joe-eakes-park-kure-beach,Joe Eakes Park at Kure Beach,Kure Beach ,North Carolina,28449,18,4.0,33.9985406,-77.9114824,no,none,NC,28449,1030,100284,USA,97363.10679611652,southeast
johnson-street-park,Johnson Street Park,High Point ,North Carolina,27260,18,4.0,36.0169299,-80.013964,no,none,NC,27260,9580,282694,USA,29508.768267223382,southeast
jones-park-0,Jones Park,Holly Springs ,North Carolina,27540,17,3.0,35.657684,-78.829171,no,none,NC,27540,17430,1819338,USA,104379.69018932873,southeast
keeley-park,Keeley Park,McLeansville ,North Carolina,27301,18,,36.1122481,-79.7097196,no,none,NC,27301,4840,264175,USA,54581.61157024794,southeast
kentwood,Kentwood,Raleigh ,North Carolina,27606,18,3.0,35.7794207,-78.6980149,no,none,NC,27606,20570,1505855,USA,73206.36849781235,southeast
nc-state-centennial-campus,NC State Centennial Campus,Raleigh ,North Carolina,27606,9,3.0,35.775431899999994,-78.67331180000002,no,none,NC,27606,20570,1505855,USA,73206.36849781235,southeast
kings-mountain-point,King's Mountain Point,Troy ,North Carolina,27371,9,2.0,35.4537674,-80.0805429,no,none,NC,27371,3050,150061,USA,49200.32786885245,southeast
lowe-warner-park,Lowe Warner Park,Troy ,North Carolina,27371,9,,35.3696049,-79.8860323,no,none,NC,27371,3050,150061,USA,49200.32786885245,southeast
kings-mountain-high-school,Kings Mountain High School,Kings Mountain ,North Carolina,28086,9,,35.2332096,-81.3725237,no,none,NC,28086,11930,588456,USA,49325.7334450964,southeast
kiwanis-disc-golf-berkeley-park,Kiwanis Disc Golf at Berkeley Park,Goldsboro ,North Carolina,27534,18,,35.37023220000001,-77.93834340000002,no,none,NC,27534,14340,779014,USA,54324.54672245467,southeast
kraken-0,Kraken Disc Golf at Hyco Lake Park,Semora ,North Carolina,27343,18,,36.470332,-79.1208265,no,none,NC,27343,680,43130,USA,63426.470588235294,southeast
lake-corriher-disc-golf-course,Lake Corriher Disc Golf Course,China Grove ,North Carolina,28023,12,,35.5658996,-80.60248809999999,no,none,NC,28023,6860,363067,USA,52925.21865889213,southeast
lake-julian-disc-golf-course,Lake Julian Disc Golf Course,Arden ,North Carolina,28704,18,4.0,35.4769009,-82.5266611,no,none,NC,28704,10940,787764,USA,72007.67824497257,southeast
lake-lure-nc-temporary-course,Lake Lure Temporary Course,Lake Lure ,North Carolina,28746,27,,35.4610645,-82.1898019,no,none,NC,28746,1240,100501,USA,81049.19354838709,southeast
lake-park-0,Lake Park,Roanoke Rapids ,North Carolina,27870,9,,36.476047,-77.67329140000002,no,none,NC,27870,10840,477315,USA,44032.74907749077,southeast
lake-wilson,Lake Wilson,Wilson ,North Carolina,27893,18,,35.7929925,-77.92460140000001,no,none,NC,27893,15610,603654,USA,38670.980140935295,southeast
williams-day-camp,Williams Day Camp,Wilson ,North Carolina,27893,9,,35.7434941,-77.9327888,no,none,NC,27893,15610,603654,USA,38670.980140935295,southeast
lakes-edge,Lake's Edge,Reidsville ,North Carolina,27320,18,4.0,36.29411320000001,-79.68225059999997,no,none,NC,27320,16200,775149,USA,47848.70370370369,southeast
leigh-farm-park,Leigh Farm Park,Chapel Hill (Durham) ,North Carolina,27517,18,4.0,35.92199979999999,-78.98342790000002,no,none,NC,27517,13470,2298432,USA,170633.40757238306,southeast
leland-municipal-park,Leland Founders Park,Leland ,North Carolina,28451,9,4.0,34.2378711,-78.0097946,no,none,NC,28451,17970,1221372,USA,67967.27879799668,southeast
lenovo-dgc,Lenovo Disc Golf Course,Morrisville ,North Carolina,27560,9,,35.814934,-78.92675,no,none,NC,27560,16950,1546653,USA,91247.96460176993,southeast
marcom-woods,Marcom Woods,Morrisville ,North Carolina,27560,9,,35.8547791,-78.8541316,no,none,NC,27560,16950,1546653,USA,91247.96460176993,southeast
lord-corp,LORD Corp,Cary ,North Carolina,27511,9,,35.73081,-78.808725,no,none,NC,27511,16030,1557519,USA,97162.75733000624,southeast
lowell-elementary-school,Lowell Elementary School,Lowell ,North Carolina,28098,9,,35.2783169,-81.090556,no,none,NC,28098,1780,88247,USA,49576.96629213484,southeast
luther-britt-park,Luther Britt Park,Lumberton ,North Carolina,28358,18,4.0,34.6288387,-79.028561,no,none,NC,28358,12860,575629,USA,44761.19751166408,southeast
macon-early-college-disc-golf-course,Macon Early College Disc Golf Course (Old Siler Farm),Franklin ,North Carolina,28734,18,3.0,35.1603347,-83.3816193,no,none,NC,28734,11660,605163,USA,51900.771869639786,southeast
macon-middle-school,Macon Middle School,Franklin ,North Carolina,28734,9,,35.162214,-83.358035,no,none,NC,28734,11660,605163,USA,51900.771869639786,southeast
mars-hill-college-disc-golf-course,Mars Hill College Disc Golf Course,Mars Hill ,North Carolina,28754,18,4.0,35.82651110000001,-82.5520419,no,none,NC,28754,3470,178146,USA,51338.90489913545,southeast
mckee-road-elementary,McKee Road Elementary,Charlotte ,North Carolina,28270,3,,35.068154,-80.75490699999997,no,none,NC,28270,15420,1948037,USA,126331.84176394292,southeast
middle-river-disc-golf-course,Middle River Disc Golf Course,Fayetteville ,North Carolina,28312,12,2.0,35.0046946,-78.8580702,no,none,NC,28312,8270,476896,USA,57665.7799274486,southeast
mint-hill-park,Mint Hill Park,Charlotte (Mint Hill) ,North Carolina,28212,9,3.0,35.1789665,-80.633667,no,none,NC,28212,17410,585298,USA,33618.49511774842,southeast
mount-airy-high-school,Mount Airy High School,Mount Airy ,North Carolina,27030,9,,36.5120414,-80.615433,no,none,NC,27030,15170,736750,USA,48566.24917600528,southeast
round-peak-disc-golf,Round Peak Disc Golf,Mount Airy ,North Carolina,27030,18,,36.499676,-80.768399,no,none,NC,27030,15170,736750,USA,48566.24917600528,southeast
westwood-park,Westwood Park,Mount Airy ,North Carolina,27030,9,3.0,36.5219985,-80.6309522,no,none,NC,27030,15170,736750,USA,48566.24917600528,southeast
mountain-heritage-high-school-dgc,Mountain Heritage High School,Burnsville ,North Carolina,28714,9,,35.9085435,-82.3332443,no,none,NC,28714,6440,320537,USA,49772.82608695652,southeast
simple-pleasures-disc-golf-course,Simple Pleasures Disc Golf Course,Burnsville ,North Carolina,28714,18,,35.9173357,-82.300961,no,none,NC,28714,6440,320537,USA,49772.82608695652,southeast
mt-olive-college,Mt. Olive College,Mt. Olive ,North Carolina,28365,9,,35.20782,-78.0710887,no,none,NC,28365,6320,282059,USA,44629.58860759493,southeast
nevin-park-disc-golf-course,Nevin Park Disc Golf Course,Charlotte ,North Carolina,28269,18,,35.3017209,-80.8379655,no,none,NC,28269,38460,2190502,USA,56955.33021320852,southeast
no-mans-land-0,No Man's Land ,Cameron ,North Carolina,28326,18,,35.3268226,-79.255303,no,none,NC,28326,8860,456747,USA,51551.580135440185,southeast
north-asheboro-park,North Asheboro Park,Asheboro ,North Carolina,27203,18,2.0,35.751699,-79.8118309,no,none,NC,27203,8790,310840,USA,35362.91240045506,southeast
northeast-creek-park,Northeast Creek Park,Jacksonville ,North Carolina,28546,18,4.0,34.7463107,-77.3563741,no,none,NC,28546,20660,934322,USA,45223.71732817038,southeast
northeast-park-crooked-creek,Northeast Park - Holly Run,Gibsonville ,North Carolina,27249,18,2.0,36.1681185,-79.60716059999999,no,none,NC,27249,5940,343476,USA,57824.24242424241,southeast
o-t-sloan-park,O. T. Sloan Park,Sanford ,North Carolina,27330,18,3.0,35.46974829999999,-79.15608490000002,no,none,NC,27330,16990,988313,USA,58170.27663331371,southeast
oakboro-district-park,Oakboro District Park,Oakboro ,North Carolina,28129,18,,35.2182529,-80.31827990000002,no,none,NC,28129,2500,145843,USA,58337.2,southeast
palmer-park-disc-golf-course,Palmer Park Disc Golf Course,Shelby ,North Carolina,28150,9,,35.290352,-81.53132020000002,no,none,NC,28150,11500,620554,USA,53961.21739130434,southeast
persimmon-hollar,Persimmon Hollar,Mebane ,North Carolina,27302,10,,36.1811068,-79.242124,no,none,NC,27302,15040,922030,USA,61305.186170212764,southeast
pine-cone-crush-reservoir-park,Pine Cone Crush at Reservoir Park,Southern Pines ,North Carolina,28387,18,3.0,35.214488,-79.4040426,no,none,NC,28387,7510,631408,USA,84075.6324900133,southeast
pinewood-elementary-disc-golf-course,Pinewood Elementary Disc Golf Course,Charlotte ,North Carolina,28210,9,,35.16624829999999,-80.86408840000001,no,none,NC,28210,22320,2633660,USA,117995.51971326164,southeast
piney-lake-disc-golf-course,Piney Lake Disc Golf Course,Greensboro ,North Carolina,27406,18,,36.0033984,-79.76213050000001,no,none,NC,27406,26970,1137679,USA,42183.12940304042,southeast
plantation-ruins-winget,Plantation Ruins at Winget,Charlotte ,North Carolina,28278,18,4.0,35.1340328,-81.002301,no,none,NC,28278,15040,1442937,USA,95939.96010638298,southeast
potters-grove,Potter's Grove at Presnell Park,Seagrove ,North Carolina,27205,18,,35.5564188,-79.7785915,no,none,NC,27205,14330,797171,USA,55629.518492672716,southeast
rankin-lake-disc-golf-course,Rankin Lake Disc Golf Course,Gastonia ,North Carolina,28052,18,4.0,35.29488989999999,-81.19186640000002,no,none,NC,28052,14360,537037,USA,37398.11977715877,southeast
re3-disc-golf-course-0,Re3 Disc Golf Course,Kernersville ,North Carolina,27284,9,4.0,36.1599507,-80.0870315,no,none,NC,27284,25990,1725730,USA,66399.76914197768,southeast
reedy-creek-park,Reedy Creek Park,Charlotte ,North Carolina,28215,18,4.0,35.27670379999999,-80.7166355,no,none,NC,28215,27430,1184649,USA,43188.078745898645,southeast
renaissance-park,Renaissance Park - Gold,Charlotte  ,North Carolina,28217,18,4.0,35.1784945,-80.90881329999998,no,none,NC,28217,12780,522488,USA,40883.255086071986,southeast
renaissance-park-pro-players,Renaissance Park - Pro Players,Charlotte ,North Carolina,28217,18,,35.1784946,-80.90881329999998,no,none,NC,28217,12780,522488,USA,40883.255086071986,southeast
renaissance-park-renske,Renaissance Park - RenSke,Charlotte ,North Carolina,28217,18,,35.179819,-80.908712,no,none,NC,28217,12780,522488,USA,40883.255086071986,southeast
resurrection-park,Resurrection Park,Hope Mills ,North Carolina,28348,9,,34.9087176,-78.9010801,no,none,NC,28348,15720,782078,USA,49750.50890585241,southeast
richlands-steed-park,Richlands-Steed Park,Richlands ,North Carolina,28574,21,3.0,34.900074100000005,-77.5230606,no,none,NC,28574,7410,341534,USA,46090.958164642376,southeast
richmond-hill,Richmond Hill,Asheville ,North Carolina,28806,18,4.0,35.6128921,-82.58419959999998,no,none,NC,28806,20970,1015966,USA,48448.545541249405,southeast
sandhill-nature-trail-dgc,Sandhill Nature Trail Disc Golf Course,Asheville ,North Carolina,28806,18,,35.618361,-82.588645,no,none,NC,28806,20970,1015966,USA,48448.545541249405,southeast
meadows,The Meadows,Asheville ,North Carolina,28806,9,3.0,35.596554299999994,-82.6097348,no,none,NC,28806,20970,1015966,USA,48448.545541249405,southeast
river-bend-park,River Bend Park,Louisburg ,North Carolina,27549,9,,36.0970468,-78.3042007,no,none,NC,27549,9810,476578,USA,48580.83588175331,southeast
river-street-park,River Street Park,Mount Holly ,North Carolina,28120,9,,35.30225150000001,-81.00609890000001,no,none,NC,28120,10710,679260,USA,63422.969187675066,southeast
rob-wallace-park,Rob Wallace Park,Midland ,North Carolina,28107,9,5.0,35.2392327,-80.51500920000002,no,none,NC,28107,3900,261501,USA,67051.53846153848,southeast
rock-ridge-park-dgc,Rock Ridge Park DGC,Moncure ,North Carolina,27559,18,,35.67517,-79.1809534,no,none,NC,27559,1160,76096,USA,65600.0,southeast
swingin-dbs-rock-n-roll-fairways-course,Swingin' D.B.'s: Rock 'n Roll Fairways,Moncure ,North Carolina,27559,18,,35.6226831,-79.0783474,no,none,NC,27559,1160,76096,USA,65600.0,southeast
swingin-dbs,Swingin' D.B.'s: Swinging Course,Moncure ,North Carolina,27559,18,4.0,35.6226831,-79.0783474,no,none,NC,27559,1160,76096,USA,65600.0,southeast
rockness-monster,Rockness Monster,Roxboro ,North Carolina,27573,22,5.0,36.432263,-78.9824473,no,none,NC,27573,4730,191686,USA,40525.58139534884,southeast
rocky-ford,Rocky Ford,Franklinton ,North Carolina,27544,18,,36.21585570000001,-78.38801640000001,no,none,NC,27544,1830,80486,USA,43981.420765027324,southeast
runaway-rocks-disc-golf-rocky-ford,Runaway Rocks Disc Golf at Rocky Ford,Franklinton ,North Carolina,27544,18,,36.2001459,-78.342079,no,none,NC,27544,1830,80486,USA,43981.420765027324,southeast
rolesville-hs-wooden-pond,Rolesville High School - Wooden Pond,Rolesville ,North Carolina,27571,9,,35.9065621,-78.4431165,no,none,NC,27571,3540,308363,USA,87108.19209039549,southeast
sas-institute,SAS Institute,Cary ,North Carolina,27513,9,,35.81849310000001,-78.7539266,no,none,NC,27513,22740,2825114,USA,124235.44415127527,southeast
sasquatch-disc-golf-course,Sasquatch Disc Golf Course,Roxboro ,North Carolina,27574,18,4.0,36.432263,-78.9824473,no,none,NC,27574,6220,324895,USA,52233.922829582,southeast
sawmills-veterans-park-orange,Sawmills Veterans Park - Orange,Sawmills ,North Carolina,28630,9,,35.7867803,-81.4841875,no,none,NC,28630,8390,436268,USA,51998.56972586413,southeast
sawmills-veterans-park,Sawmills Veterans Park - Original 18,Sawmills ,North Carolina,28630,18,4.0,35.788389,-81.48442,no,none,NC,28630,8390,436268,USA,51998.56972586413,southeast
shoals-disc-golf-course,Shoals Disc Golf Course,Pinnacle ,North Carolina,27043,9,,36.3413775,-80.47645849999998,no,none,NC,27043,2690,150188,USA,55831.970260223046,southeast
sloan-park-disc-golf-course,Sloan Park Disc Golf Course,Mt. Ulla ,North Carolina,28125,18,,35.6469949,-80.6454128,no,none,NC,28125,1260,88115,USA,69932.53968253967,southeast
stumpy-creek,Stumpy Creek,Mooresville ,North Carolina,28125,18,5.0,35.6306739,-80.8975166,no,none,NC,28125,1260,88115,USA,69932.53968253967,southeast
smithfield-community-park,Smithfield Community Park,Smithfield ,North Carolina,27577,9,1.0,35.5288891,-78.3294587,no,none,NC,27577,10150,594192,USA,58541.08374384236,southeast
south-mountain-christian-camp,South Mountain Christian Camp,Bostic ,North Carolina,28018,18,5.0,35.40435640000001,-81.7884587,no,none,NC,28018,2170,106663,USA,49153.45622119816,southeast
south-piedmont-community-college,South Piedmont Community College,Polkton ,North Carolina,28135,9,,35.000538899999995,-80.2113778,no,none,NC,28135,1500,68375,USA,45583.33333333333,southeast
southeastern-disc-golf-course,Southeastern Baptist Theological Seminary,Wake Forest ,North Carolina,27587,9,4.0,35.9807419,-78.5124393,no,none,NC,27587,31900,3192231,USA,100069.93730407524,southeast
southern-community,Southern Community,Chapel Hill ,North Carolina,27516,18,3.0,35.8770198,-79.0666625,no,none,NC,27516,17990,2122221,USA,117966.70372429126,southeast
squirrel-lake-park,Squirrel Lake Park,Matthews ,North Carolina,28105,12,,35.0997222,-80.7230556,no,none,NC,28105,20380,1847358,USA,90645.63297350344,southeast
scrapyard-idlewild-park,The Scrapyard at Idlewild Park,Matthews ,North Carolina,28105,18,4.0,35.163336,-80.7022439,no,none,NC,28105,20380,1847358,USA,90645.63297350344,southeast
stokesdale-town-park,Stokesdale Town Park,Stokesdale ,North Carolina,27357,9,4.0,36.2324303,-79.97860379999999,no,none,NC,27357,4180,296338,USA,70894.25837320574,southeast
stoney-creek-park,Stoney Creek Park,Goldsboro ,North Carolina,27530,18,,35.3753517,-77.960937,no,none,NC,27530,15390,738883,USA,48010.59129304743,southeast
stump-sound-disc-golf-course,Stump Sound Disc Golf Course,Sneads Ferry ,North Carolina,28460,9,,34.5520232,-77.44904749999998,no,none,NC,28460,5620,352661,USA,62751.06761565836,southeast
sugaw-creek-park,Sugaw Creek Park,Charlotte ,North Carolina,28213,18,3.0,35.27248270000001,-80.79632629999998,no,none,NC,28213,19690,790671,USA,40155.96749619096,southeast
sunrise-united-methodist-church,Sunrise United Methodist Church,Lewisville ,North Carolina,27023,9,,36.0826743,-80.3927865,no,none,NC,27023,6120,688130,USA,112439.54248366012,southeast
t-henry-wilson-athletic-park,T. Henry Wilson Athletic Park,Lenoir ,North Carolina,28645,3,,35.9328261,-81.5205551,no,none,NC,28645,18750,839022,USA,44747.84,southeast
tar-river,Tar River,Franklinton ,North Carolina,27525,18,,36.1018163,-78.4580543,no,none,NC,27525,7160,395637,USA,55256.564245810056,southeast
bear,The Bear,Hickory ,North Carolina,28602,18,,35.7011872,-81.3636704,no,none,NC,28602,12500,618221,USA,49457.68,southeast
bridges-cornelius-road-park,The Bridges at Cornelius Road Park,Mooresville ,North Carolina,28115,18,,35.6133198,-80.8439462,no,none,NC,28115,18860,1223194,USA,64856.52173913044,southeast
diavolo-new-hope-park,The Diavolo at New Hope Park,Cary ,North Carolina,27519,22,,35.814934,-78.92675,no,none,NC,27519,26320,3534808,USA,134301.21580547115,southeast
incinerator-granville-athletic-park,The Incinerator at Granville Athletic Park,Oxford ,North Carolina,27565,9,,36.2634021,-78.6230829,no,none,NC,27565,11040,562044,USA,50909.782608695634,southeast
patriot-disc-golf-course-triad-park,The Patriot Disc Golf Course at Triad Park,Kernersville ,North Carolina,27282,18,5.0,36.1151469,-80.03121879999998,no,none,NC,27282,7970,599402,USA,75207.2772898369,southeast
tom-mantsch-disc-golf-course,Tom Mantsch Disc Golf Course,Etowah ,North Carolina,28739,9,,35.4769009,-82.5266611,no,none,NC,28739,9420,688243,USA,73061.88959660298,southeast
torma-town,Torma Town Disc Golf Course,Charlotte ,North Carolina,28214,18,,35.311203000000006,-80.98865500000002,no,none,NC,28214,19710,991411,USA,50299.898528665646,southeast
tory-hole-park-disc-golf-course,Tory Hole Park Disc Golf Course,Elizabethtown ,North Carolina,28337,9,,34.6315612,-78.6057498,no,none,NC,28337,4000,187844,USA,46961.0,southeast
trinity-disc-golf-course,Trinity Disc Golf Course,Carolina Beach ,North Carolina,28428,9,,34.041583700000004,-77.9050009,no,none,NC,28428,3540,296639,USA,83796.32768361582,southeast
troutman-park,Troutman Park,Troutman ,North Carolina,28166,9,,35.70787670000001,-80.8902872,no,none,NC,28166,4790,363908,USA,75972.44258872651,southeast
unc-asheville,UNC Asheville,Asheville ,North Carolina,28804,5,1.0,35.6164875,-82.5665082,no,none,NC,28804,10650,1048633,USA,98463.19248826292,southeast
unc-chapel-hill,UNC Chapel Hill,Chapel Hill ,North Carolina,27514,20,3.0,35.90491220000001,-79.04691340000002,no,none,NC,27514,11090,1576033,USA,142112.98467087466,southeast
unc-pembroke,UNC Pembroke,Pembroke ,North Carolina,28372,9,,34.6801626,-79.1950373,no,none,NC,28372,5180,209226,USA,40391.11969111969,southeast
valley-springs-park,Valley Springs Park,Durham ,North Carolina,27712,22,3.0,36.053562,-78.960888,no,none,NC,27712,10540,885625,USA,84025.1423149905,southeast
village-pinehurst-disc-golf-course,Village of Pinehurst Disc Golf Course,Pinehurst ,North Carolina,28374,18,4.0,35.19567100000001,-79.473734,no,none,NC,28374,9020,1115227,USA,123639.3569844789,southeast
waccamaw-park,Waccamaw Park,Ash ,North Carolina,28420,9,3.0,34.06373660000001,-78.5124837,no,none,NC,28420,1460,59738,USA,40916.438356164384,southeast
wahoos-adventures-new-river-outpost,Wahoo's Adventures at New River Outpost,Todd ,North Carolina,28684,9,,36.2865028,-81.61245720000002,no,none,NC,28684,820,46551,USA,56769.51219512196,southeast
waynesville-disc-golf-course,Waynesville Disc Golf Course,Waynesville ,North Carolina,28786,18,3.0,35.5059279,-82.97814709999999,no,none,NC,28786,9350,502923,USA,53788.55614973263,southeast
wendell-disc-golf-course-0,Wendell Disc Golf Course,Wendell ,North Carolina,27591,18,,35.7830173,-78.3808367,no,none,NC,27591,10670,654979,USA,61385.09840674789,southeast
whistle-hop-disc-golf-course,Whistle Hop Disc Golf Course,Fairview ,North Carolina,28730,6,,35.5232494,-82.41752120000002,no,none,NC,28730,4540,361413,USA,79606.38766519824,southeast
wintersun,Wintersun - Long,Fairview ,North Carolina,28730,18,,35.53248370000001,-82.3994637,no,none,NC,28730,4540,361413,USA,79606.38766519824,southeast
wintersun-short,Wintersun - Short,Fairview ,North Carolina,28730,11,,35.53044699999999,-82.4031011,no,none,NC,28730,4540,361413,USA,79606.38766519824,southeast
white-oak-river-campground-disc-golf-course,White Oak River Campground - Front Course,Maysville ,North Carolina,28555,18,3.0,34.8903356,-77.2336775,no,none,NC,28555,2280,95576,USA,41919.29824561404,southeast
white-oak-river-campground-ripple-course,White Oak River Campground - Ripple Course,Maysville ,North Carolina,28555,18,,34.8903356,-77.2336775,no,none,NC,28555,2280,95576,USA,41919.29824561404,southeast
wingate-university,Wingate University,Wingate ,North Carolina,28174,18,,34.985897200000004,-80.4430557,no,none,NC,28174,3430,152264,USA,44391.836734693876,southeast
yadkin-county-park,Yadkin County Park,Yadkinville ,North Carolina,27055,24,3.0,36.114101700000006,-80.63557990000002,no,none,NC,27055,6100,340436,USA,55809.180327868846,southeast
zebulon-community-park,Zebulon Community Park,Zebulon ,North Carolina,27597,18,3.0,35.819488,-78.306444,no,none,NC,27597,11330,644638,USA,56896.557811120925,southeast
bismarck-state-college,Bismarck State College,Bismarck ,North Dakota,58501,18,,46.82100689999999,-100.8160702,no,none,ND,58501,13670,852420,USA,62356.98610095098,midwest
lions-hillside-park,Lions Hillside Park,Bismarck ,North Dakota,58501,9,,46.8151879,-100.76634090000002,no,none,ND,58501,13670,852420,USA,62356.98610095098,midwest
bope-park,Bope Park,Mott ,North Dakota,58646,9,,46.3725031,-102.3271061,no,none,ND,58646,480,33638,USA,70079.16666666666,midwest
carrington-city-park,Carrington City Park,Carrington ,North Dakota,58421,12,,47.4464478,-99.1167901,no,none,ND,58421,1400,111097,USA,79355.0,midwest
cavalier-city-park,Cavalier City Park,Cavalier ,North Dakota,58220,9,,48.7990025,-97.624114,no,none,ND,58220,1060,75462,USA,71190.56603773584,midwest
city-park-3,City Park,Center ,North Dakota,58530,9,,47.1107277,-101.2908974,no,none,ND,58530,550,37802,USA,68730.90909090909,midwest
city-park-disc-golf-course,City Park Disc Golf Course,Valley City ,North Dakota,58072,9,,46.9218138,-98.006912,no,none,ND,58072,3620,231975,USA,64081.49171270719,midwest
cooperstown-bible-camp,Cooperstown Bible Camp,Cooperstown ,North Dakota,58425,9,,47.3687148,-98.0342707,no,none,ND,58425,640,38742,USA,60534.375,midwest
crystal-springs-disc-golf-course,Crystal Springs Disc Golf Course,Medina ,North Dakota,58467,18,,46.8802463,-99.4442453,no,none,ND,58467,250,11054,USA,44216.0,midwest
eagle-creek-disc-golf,Eagle Creek Disc Golf,Enderlin ,North Dakota,58027,9,,46.6048011,-97.6175079,no,none,ND,58027,630,40755,USA,64690.47619047619,midwest
elephant-park,Elephant Park,Fargo ,North Dakota,58102,4,,46.9047905,-96.7794044,no,none,ND,58102,13400,952533,USA,71084.55223880596,midwest
oak-grove-park-0,Oak Grove Park,Fargo ,North Dakota,58102,18,3.0,46.8814792,-96.7701182,no,none,ND,58102,13400,952533,USA,71084.55223880596,midwest
