id,name,city,state_x,zip,holeCount,rating,latitude,longitude,Modified,Comments,state_y,zipcode,total_pop,total_income,country,avg_income,cityURL,county,latstr,lonstr,county_clean
barnett-park-parkside,Barnett Park - Parkside,Orlando,Florida,32808,18,3,28.5609514,-81.4421903,no,none,FL,32808,23890,657383,USA,27517.07828,Orlando,Orange County,28.5609514,-81.4421903,Orange County
bay-memorial-park,Bay Memorial Park,Panama City,Florida,32401,9,,30.1650364,-85.6719411,no,none,FL,32401,8900,429496,USA,48257.97753,Panama%20City,Bay County,30.1650364,-85.6719411,Bay County
bay-oaks-disc-golf-course,Bay Oaks Disc Golf Course,Fort Myers Beach,Florida,33931,14,2,26.448548,-81.939522,no,none,FL,33931,4300,611206,USA,142140.9302,Fort%20Myers%20Beach,Lee County,26.448548,-81.939522,Lee County
bill-frederick-park-turkey-lake-original,Bill Frederick Park at Turkey Lake: The Original,Orlando,Florida,32835,18,4,28.5071074,-81.4839004,no,none,FL,32835,21420,1126660,USA,52598.50607,Orlando,Orange County,28.5071074,-81.4839004,Orange County
bill-frederick-park-turkey-lake-woods,Bill Frederick Park at Turkey Lake: The Woods,Orlando,Florida,32835,18,4,28.5071074,-81.4839004,no,none,FL,32835,21420,1126660,USA,52598.50607,Orlando,Orange County,28.5071074,-81.4839004,Orange County
bill-frederick-park-t2-turkeynator,Bill Frederick Park; T2-The Turkeynator,Orlando,Florida,32835,18,4,28.5071074,-81.4839004,no,none,FL,32835,21420,1126660,USA,52598.50607,Orlando,Orange County,28.5071074,-81.4839004,Orange County
bird-bay-disc-golf-course,Bird Bay Disc Golf Course,Venice,Florida,34285,18,3,27.1095996,-82.4397363,no,none,FL,34285,8750,826569,USA,94465.02857,Venice,Sarasota County,27.1095996,-82.4397363,Sarasota County
blue-angel-park-oaks-disc-golf-course,Blue Angel Park - Oaks Disc Golf Course,Pensacola,Florida,32506,18,4,30.3814394,-87.4232332,no,none,FL,32506,16520,745301,USA,45115.07264,Pensacola,Escambia County,30.3814394,-87.4232332,Escambia County
blue-angel-park-palmetto-disc-golf-course,Blue Angel Park - Palmetto Disc Golf Course,Pensacola,Florida,32506,18,4,30.3814394,-87.4232332,no,none,FL,32506,16520,745301,USA,45115.07264,Pensacola,Escambia County,30.3814394,-87.4232332,Escambia County
blue-angel-park-pines-disc-golf-course,Blue Angel Park - Pines Disc Golf Course,Pensacola,Florida,32506,18,4,30.3814394,-87.4232332,no,none,FL,32506,16520,745301,USA,45115.07264,Pensacola,Escambia County,30.3814394,-87.4232332,Escambia County
bob-gardner-park,Bob Gardner Park,Lakewood Ranch,Florida,34211,9,4,27.4746491,-82.4176568,no,none,FL,34211,7430,974966,USA,131220.1884,Lakewood%20Ranch,Manatee County,27.4746491,-82.4176568,Manatee County
boggy-bayou-disc-golf-course,Boggy Bayou Disc Golf Course,Niceville,Florida,32578,9,4,30.5277219,-86.4910912,no,none,FL,32578,16480,1490418,USA,90437.98544,Niceville,Okaloosa County,30.5277219,-86.4910912,Okaloosa County
bonita-springs-recreation-center,Bonita Springs Recreation Center,Bonita Springs,Florida,34135,18,3,26.3495295,-81.7848538,no,none,FL,34135,20790,2209377,USA,106271.14,Bonita%20Springs,Lee County,26.3495295,-81.7848538,Lee County
boys-girls-club-sarasota-county,Boys and Girls Club of Sarasota County,Sarasota,Florida,34237,6,,27.3363647,-82.5074005,no,none,FL,34237,7770,327376,USA,42133.33333,Sarasota,Sarasota County,27.3363647,-82.5074005,Sarasota County
payne-park-0,Payne Park,Sarasota,Florida,34237,9,4,27.3343544,-82.5301251,no,none,FL,34237,7770,327376,USA,42133.33333,Sarasota,Sarasota County,27.3343544,-82.5301251,Sarasota County
brian-piccolo-sports-park,Brian Piccolo Sports Park,Hollywood,Florida,33024,9,4,26.0331855,-80.2725653,no,none,FL,33024,37470,1909189,USA,50952.46864,Hollywood,Broward County,26.0331855,-80.2725653,Broward County
buck-lake-dgc,Buck Lake Disc Golf Course,Tallahassee,Florida,32317,9,4,30.446307,-84.212595,no,none,FL,32317,7820,654693,USA,83720.33248,Tallahassee,Leon County,30.446307,-84.212595,Leon County
buckhorn-park,Buckhorn Park,Valrico,Florida,33596,9,,27.904219,-82.23497,no,none,FL,33596,13650,1162728,USA,85181.53846,Valrico,Hillsborough County,27.904219,-82.23497,Hillsborough County
cemetery-point-park-disc-golf-course,Cemetery Point Park ,Cedar Key,Florida,32625,8,3,29.145558,-83.0417765,no,none,FL,32625,700,47370,USA,67671.42857,Cedar%20Key,Levy County,29.145558,-83.0417765,Levy County
chaindragon-freeport-sports-complex,ChainDragon at The Freeport Sports Complex,Freeport,Florida,32439,18,4,30.4872815,-86.1518701,no,none,FL,32439,5460,351396,USA,64358.24176,Freeport,Walton County,30.4872815,-86.1518701,Walton County
cliff-stephens-park,Cliff Stephens Park,Clearwater,Florida,33759,21,4,27.9740983,-82.7226979,no,none,FL,33759,9220,642807,USA,69718.76356,Clearwater,Pinellas County,27.9740983,-82.7226979,Pinellas County
commons-park,Commons Park,Royal Palm Beach,Florida,33411,18,5,26.6955225,-80.225009,no,none,FL,33411,35820,2441102,USA,68149.13456,Royal%20Palm%20Beach,Palm Beach County,26.6955225,-80.225009,Palm Beach County
community-hope-church,Community of Hope Church,Loxahatchee,Florida,33470,9,,26.7071362,-80.2665754,no,none,FL,33470,14170,988611,USA,69767.88991,Loxahatchee,Palm Beach County,26.7071362,-80.2665754,Palm Beach County
cornerstone-baptist-fellowship,Cornerstone Baptist Fellowship,Sebastian,Florida,32958,9,,27.7789663,-80.4650263,no,none,FL,32958,13770,791598,USA,57487.14597,Sebastian,Indian River County,27.7789663,-80.4650263,Indian River County
covenant-disc-golf-course,Covenant Disc Golf Course,Palm Bay,Florida,32907,9,,28.0106096,-80.7306075,no,none,FL,32907,20610,943145,USA,45761.52353,Palm%20Bay,Brevard County,28.0106096,-80.7306075,Brevard County
palm-bay-regional-disc-golf-course,Palm Bay Regional Disc Golf Course,Palm Bay,Florida,32907,18,3,27.9990119,-80.7296406,no,none,FL,32907,20610,943145,USA,45761.52353,Palm%20Bay,Brevard County,27.9990119,-80.7296406,Brevard County
crossroads-disc-golf-course,Crossroads Disc Golf Course,New Smyrna Beach,Florida,32168,9,,29.0696349,-80.9844615,no,none,FL,32168,14070,1014048,USA,72071.64179,New%20Smyrna%20Beach,Volusia County,29.0696349,-80.9844615,Volusia County
doris-leeper-disc-golf-course,Doris Leeper Disc Golf Course,New Smyrna,Florida,32168,18,5,29.0696349,-80.9844615,no,none,FL,32168,14070,1014048,USA,72071.64179,New%20Smyrna,Volusia County,29.0696349,-80.9844615,Volusia County
holland-park,Holland Park,New Smyrna Beach,Florida,32168,18,,29.0209208,-80.9600835,no,none,FL,32168,14070,1014048,USA,72071.64179,New%20Smyrna%20Beach,Volusia County,29.0209208,-80.9600835,Volusia County
south-glencoe-disc-golf-course,South Glencoe Disc Golf Course,New Smyrna Beach,Florida,32168,18,,28.9938735,-80.9643637,no,none,FL,32168,14070,1014048,USA,72071.64179,New%20Smyrna%20Beach,Volusia County,28.9938735,-80.9643637,Volusia County
crosswynde-dgc,Crosswynde Disc Golf Course,Tampa,Florida,33619,9,,27.960763,-82.3101711,no,none,FL,33619,17570,664190,USA,37802.50427,Tampa,Hillsborough County,27.960763,-82.3101711,Hillsborough County
cypress-point-park-disc-golf-course,Cypress Point Park Disc Golf Course,Tampa,Florida,33067,18,4,27.9507312,-82.5439709,no,none,FL,33067,12970,1767270,USA,136258.2884,Tampa,Hillsborough County,27.9507312,-82.5439709,Hillsborough County
cypress-preserve-park,Cypress Preserve Park,Sunrise,Florida,33351,9,3,26.1716589,-80.2701386,no,none,FL,33351,18630,847317,USA,45481.32045,Sunrise,Broward County,26.1716589,-80.2701386,Broward County
defunk-disco,DeFunk Disco,DeFuniak Springs,Florida,32433,18,5,30.7429013,-86.1246284,no,none,FL,32433,6300,261825,USA,41559.52381,DeFuniak%20Springs,Walton County,30.7429013,-86.1246284,Walton County
diamond-disc-golf-challenge,Diamond Disc Golf Challenge,Pensacola,Florida,32502,9,,30.4092776,-87.224508,no,none,FL,32502,2110,206726,USA,97974.40758,Pensacola,Escambia County,30.4092776,-87.224508,Escambia County
st-lucie-village-heritage-park,Donald B. Moore Preserve,Fort Pierce,Florida,34946,9,,27.5078908,-80.3464079,no,none,FL,34946,2860,114082,USA,39888.81119,Fort%20Pierce,Saint Lucie County,27.5078908,-80.3464079,St. Lucie County
dreher-park,Dreher Park ,WPB,Florida,33405,18,5,26.6655994,-80.0695842,no,none,FL,33405,9770,797462,USA,81623.54145,WPB,Palm Beach County,26.6655994,-80.0695842,Palm Beach County
easterlin-park,Easterlin Park,Ft. Lauderdale,Florida,33309,18,3,26.1712822,-80.1609116,no,none,FL,33309,20340,909157,USA,44697.98427,Ft.%20Lauderdale,Broward County,26.1712822,-80.1609116,Broward County
ed-austin-park-fore-palms-disc-golf-course,Ed Austin Park (Fore Palms Disc Golf Course),Jacksonville,Florida,32225,24,3,30.3655925,-81.5068395,no,none,FL,32225,28950,2090505,USA,72210.88083,Jacksonville,Duval County,30.3655925,-81.5068395,Duval County
edward-medard-disc-golf-park,Edward Medard Disc Golf Park,Plant City,Florida,33567,18,4,27.9284379,-82.1621429,no,none,FL,33567,4650,258540,USA,55600,Plant%20City,Hillsborough County,27.9284379,-82.1621429,Hillsborough County
embrey-riddle-university-disc-golf-course,Embrey-Riddle University Disc Golf Course,Daytona Beach,Florida,32114,9,,29.2016863,-81.0408868,no,none,FL,32114,13010,393962,USA,30281.47579,Daytona%20Beach,Volusia County,29.2016863,-81.0408868,Volusia County
tuscawilla-park,Tuscawilla Park,Daytona Beach,Florida,32114,18,4,29.1998394,-81.0400831,no,none,FL,32114,13010,393962,USA,30281.47579,Daytona%20Beach,Volusia County,29.1998394,-81.0400831,Volusia County
estero-disc-golf-course,Estero Disc Golf Course,Estero,Florida,33928,18,3,26.4284157,-81.8016828,no,none,FL,33928,13340,1556716,USA,116695.3523,Estero,Lee County,26.4284157,-81.8016828,Lee County
extension-park,Extension Park,Cantonment,Florida,32533,9,,30.5425784,-87.2992838,no,none,FL,32533,13830,882697,USA,63824.80116,Cantonment,Escambia County,30.5425784,-87.2992838,Escambia County
f-burton-smith-park,F. Burton Smith Park,Cocoa,Florida,32926,23,4,28.366301,-80.857143,no,none,FL,32926,10580,557698,USA,52712.47637,Cocoa,Brevard County,28.366301,-80.857143,Brevard County
fat-point-brewing,Fat Point Brewing,Punta Gorda,Florida,33950,1,,26.9420397,-82.0293009,no,none,FL,33950,11530,1141823,USA,99030.61578,Punta%20Gorda,Charlotte County,26.9420397,-82.0293009,Charlotte County
south-county-regional-park,South County Regional Park,Punta Gorda,Florida,33950,18,,26.9332425,-82.0388496,no,none,FL,33950,11530,1141823,USA,99030.61578,Punta%20Gorda,Charlotte County,26.9332425,-82.0388496,Charlotte County
ferry-park,Ferry Park,Fort Walton Beach,Florida,32548,18,3,30.4190373,-86.5981891,no,none,FL,32548,11490,633784,USA,55159.61706,Fort%20Walton%20Beach,Okaloosa County,30.4190373,-86.5981891,Okaloosa County
floral-park,Floral Park,Floral City,Florida,34436,19,4,28.722066,-82.3050749,no,none,FL,34436,3230,157235,USA,48679.56656,Floral%20City,Citrus County,28.722066,-82.3050749,Citrus County
florida-state-university-reservation,Florida State University Reservation,Tallahassee,Florida,32310,9,,30.4011509,-84.3362508,no,none,FL,32310,6210,219600,USA,35362.31884,Tallahassee,Leon County,30.4011509,-84.3362508,Leon County
forrest-hills-disc-golf-and-country-club,Forest Hills Disc Golf and Country Club,Hoiliday,Florida,34690,18,,28.1760216,-82.7279205,no,none,FL,34690,6130,222550,USA,36305.0571,Hoiliday,Pasco County,28.1760216,-82.7279205,Pasco County
forest-park-0,Forest Park,Port Saint Joe,Florida,32456,9,,29.8003223,-85.292695,no,none,FL,32456,3230,247686,USA,76682.97214,Port%20Saint%20Joe,Gulf County,29.8003223,-85.292695,Gulf County
franz-ross-park,Franz Ross Park,Port Charlotte,Florida,33948,9,,27.0086697,-82.1298807,no,none,FL,33948,8210,419519,USA,51098.53837,Port%20Charlotte,Charlotte County,27.0086697,-82.1298807,Charlotte County
murdock-baptist-church-dgc,Murdock Baptist Church Disc Golf Course,Port Charlotte,Florida,33948,5,,27.0030135,-82.144593,no,none,FL,33948,8210,419519,USA,51098.53837,Port%20Charlotte,Charlotte County,27.0030135,-82.144593,Charlotte County
fsu-panama-city,FSU Panama City,Panama City,Florida,32405,18,,30.1895048,-85.7231935,no,none,FL,32405,11880,710216,USA,59782.49158,Panama%20City,Bay County,30.1895048,-85.7231935,Bay County
g-t-bray-park-disc-golf-course,G T Bray Park Disc Golf Course,Bradenton,Florida,34209,18,,27.4754629,-82.6155423,no,none,FL,34209,16590,1416391,USA,85376.19048,Bradenton,Manatee County,27.4754629,-82.6155423,Manatee County
gator-links-nla,Gator Links at NLA,Milton,Florida,32583,18,4,30.6060135,-87.0736322,no,none,FL,32583,10760,603602,USA,56096.84015,Milton,Santa Rosa County,30.6060135,-87.0736322,Santa Rosa County
pirates-cove-nla,Pirates Cove at NLA,Milton,Florida,32583,9,,30.6063036,-87.0745572,no,none,FL,32583,10760,603602,USA,56096.84015,Milton,Santa Rosa County,30.6063036,-87.0745572,Santa Rosa County
gordy-road,Gordy Road Preserve Disc Golf Course,Fort Pierce,Florida,34945,27,4,27.397907,-80.397805,no,none,FL,34945,2100,133324,USA,63487.61905,Fort%20Pierce,Saint Lucie County,27.397907,-80.397805,St. Lucie County
halpatiokee-disc-golf-course,Halpatiokee Disc Golf Course,Stuart,Florida,34997,10,,27.1040933,-80.257592,no,none,FL,34997,21470,1781467,USA,82974.7089,Stuart,Martin County,27.1040933,-80.257592,Martin County
hammock-park,Hammock Park,Dunedin,Florida,34698,9,4,28.0327741,-82.7812694,no,none,FL,34698,18990,1382427,USA,72797.63033,Dunedin,Pinellas County,28.0327741,-82.7812694,Pinellas County
havana-springs-resort-disc-golf-course,Havana Springs Resort Disc Golf Course,Havana,Florida,32333,12,,30.6110694,-84.4704415,no,none,FL,32333,5440,285356,USA,52455.14706,Havana,Gadsden County,30.6110694,-84.4704415,Gadsden County
heritage-park-and-gardens-disc-golf-course,Heritage Park and Gardens Disc Golf Course,Live Oak,Florida,32064,9,,30.2869751,-82.9737473,no,none,FL,32064,2960,122714,USA,41457.43243,Live%20Oak,Suwannee County,30.2869751,-82.9737473,Suwannee County
heritage-park-dgc-0,Heritage Park Disc Golf Course,Perry,Florida,32347,9,,30.122041,-83.584384,no,none,FL,32347,3050,150526,USA,49352.78689,Perry,Taylor County,30.122041,-83.584384,Taylor County
bulldog-dgc,The Bulldog DGC,Perry,Florida,32347,9,,30.122041,-83.584384,no,none,FL,32347,3050,150526,USA,49352.78689,Perry,Taylor County,30.122041,-83.584384,Taylor County
hidden-oaks-disc-golf-course,Hidden Oaks Disc Golf Course,Lakeland,Florida,33813,18,5,27.9249943,-81.9573678,no,none,FL,33813,16700,1591960,USA,95326.94611,Lakeland,Polk County,27.9249943,-81.9573678,Polk County
historical-virginia-key-beach-park,Historic Virginia Key Beach Park,Virginia Key,Florida,33149,9,2,25.7351393,-80.1566212,no,none,FL,33149,5360,1818558,USA,339283.209,Virginia%20Key,Miami-Dade County,25.7351393,-80.1566212,Miami-Dade County
hitzman-optimist-disc-golf-course,Hitzman Optimist Disc Golf Course,Pensacola,Florida,32504,9,4,30.488124,-87.1814233,no,none,FL,32504,11150,770129,USA,69069.86547,Pensacola,Escambia County,30.488124,-87.1814233,Escambia County
holloway-park-disc-golf-course,Holloway Park Disc Golf Course,Lakeland,Florida,33803,18,,28.0079125,-81.9114498,no,none,FL,33803,13210,1063487,USA,80506.20742,Lakeland,Polk County,28.0079125,-81.9114498,Polk County
hollyland-park,Hollyland Park,Holly Hill,Florida,32117,9,3,29.2442537,-81.0410749,no,none,FL,32117,12360,426533,USA,34509.14239,Holly%20Hill,Volusia County,29.2442537,-81.0410749,Volusia County
homestead-air-reserve-park,Homestead Air Reserve Park,Homestead,Florida,33032,18,4,25.5123763,-80.3904598,no,none,FL,33032,24990,965831,USA,38648.69948,Homestead,Miami-Dade County,25.5123763,-80.3904598,Miami-Dade County
house-trees,House of Trees,Newberry,Florida,32669,18,3,29.6533976,-82.6267345,no,none,FL,32669,6950,607443,USA,87401.8705,Newberry,Alachua County,29.6533976,-82.6267345,Alachua County
jack-mclean-park,Jack McLean Park,Tallahassee,Florida,32305,24,,30.4077153,-84.2692616,no,none,FL,32305,8590,302122,USA,35171.36205,Tallahassee,Leon County,30.4077153,-84.2692616,Leon County
jonesville-park,Jonesville Park,Gainesville,Florida,32606,18,4,29.6840821,-82.4935496,no,none,FL,32606,11530,957869,USA,83076.23591,Gainesville,Alachua County,29.6840821,-82.4935496,Alachua County
kathryn-abby-hanna-park,Kathryn Abbey Hanna Park,Jacksonville,Florida,32233,9,2,30.3709252,-81.4067718,no,none,FL,32233,12120,1234653,USA,101869.0594,Jacksonville,Duval County,30.3709252,-81.4067718,Duval County
kendall-indian-hammocks-park-east,Kendall Indian Hammocks Park (East),Miami (Kendall),Florida,33176,18,2,25.6940179,-80.3731046,no,none,FL,33176,25820,2419073,USA,93689.89156,Miami%20(Kendall),Miami-Dade County,25.6940179,-80.3731046,Miami-Dade County
kendall-indian-hammocks-park-west,Kendall Indian Hammocks Park (West),Miami (Kendall),Florida,33176,18,3,25.6940179,-80.3731046,no,none,FL,33176,25820,2419073,USA,93689.89156,Miami%20(Kendall),Miami-Dade County,25.6940179,-80.3731046,Miami-Dade County
kenny-dixon-sports-complex,Kenny Dixon Sports Complex,Bushnell,Florida,33513,9,,28.6665067,-82.1267101,no,none,FL,33513,4810,238977,USA,49683.36798,Bushnell,Sumter County,28.6665067,-82.1267101,Sumter County
kiwanis-hobart-park,Kiwanis Hobart Park,Vero Beach,Florida,32967,9,,27.7328127,-80.44168,no,none,FL,32967,11480,891519,USA,77658.44948,Vero%20Beach,Indian River County,27.7328127,-80.44168,Indian River County
lake-aurora-christian-camp,Lake Aurora Christian Camp,Lake Wales,Florida,33898,18,3,27.8827915,-81.4671173,no,none,FL,33898,6650,368062,USA,55347.66917,Lake%20Wales,Polk County,27.8827915,-81.4671173,Polk County
champions-pointe-lake-hiawatha-preserve-blue-tees,Lake Hiawatha Preserve,Clermont,Florida,34711,18,,28.5703699,-81.7806196,no,none,FL,34711,30930,2064074,USA,66733.72131,Clermont,Lake County,28.5703699,-81.7806196,Lake County
lake-okahumpka-park,Lake Okahumpka Park,WIldwood,Florida,34785,9,,28.8329608,-82.0050021,no,none,FL,34785,5420,268582,USA,49553.87454,WIldwood,Sumter County,28.8329608,-82.0050021,Sumter County
lake-wauburg,Lake Wauburg,Gainesville (Micanopy),Florida,32667,18,3,29.526268,-82.304764,no,none,FL,32667,1780,129189,USA,72578.08989,Gainesville%20(Micanopy),Alachua County,29.526268,-82.304764,Alachua County
lakeview-park,Lakeview Park,Sarasota,Florida,34241,18,3,27.2897965,-82.4290825,no,none,FL,34241,7280,789404,USA,108434.6154,Sarasota,Sarasota County,27.2897965,-82.4290825,Sarasota County
lakewood-park-0,Lakewood Park Regional Park ,Fort Pierce,Florida,34952,18,,27.5394884,-80.4118854,no,none,FL,34952,20340,997227,USA,49027.87611,Fort%20Pierce,Saint Lucie County,27.5394884,-80.4118854,St. Lucie County
rotary-park-2,Rotary Park,Port St. Lucie,Florida,34952,9,4,27.2949976,-80.2903495,no,none,FL,34952,20340,997227,USA,49027.87611,Port%20St.%20Lucie,Saint Lucie County,27.2949976,-80.2903495,St. Lucie County
lewis-lake-disc-golf-macdill-afb,Lewis Lake Disc Golf at MacDill AFB,Tampa,Florida,33621,12,,27.8332446,-82.4839414,no,none,FL,33621,810,45118,USA,55701.23457,Tampa,Hillsborough County,27.8332446,-82.4839414,Hillsborough County
liberty-park-2,Liberty Park,Lake Mary,Florida,32746,9,,28.7693034,-81.3218794,no,none,FL,32746,21510,2211199,USA,102798.6518,Lake%20Mary,Seminole County,28.7693034,-81.3218794,Seminole County
limona-disc-golf-course,Limona Disc Golf Course,Brandon,Florida,33510,9,2,27.960763,-82.3101711,no,none,FL,33510,14170,715089,USA,50464.99647,Brandon,Hillsborough County,27.960763,-82.3101711,Hillsborough County
lincoln-avenue-park-west-disc-golf-course,Lincoln Avenue Park West Disc Golf Course,Mount Dora,Florida,32757,9,,28.8077077,-81.633652,no,none,FL,32757,12920,956974,USA,74069.19505,Mount%20Dora,Lake County,28.8077077,-81.633652,Lake County
nature-park-dgc-forres-park,Nature Park Disc Golf at Forres Park,Mount Dora,Florida,32757,9,,28.802457,-81.6275872,no,none,FL,32757,12920,956974,USA,74069.19505,Mount%20Dora,Lake County,28.802457,-81.6275872,Lake County
malabar-disc-golf,Malabar Disc Golf,Malabar,Florida,32950,18,2,27.9977855,-80.5838954,no,none,FL,32950,2270,189135,USA,83319.38326,Malabar,Brevard County,27.9977855,-80.5838954,Brevard County
markham-park,Markham Park,Sunrise,Florida,33326,18,5,26.1272719,-80.3596321,no,none,FL,33326,15790,1460156,USA,92473.46422,Sunrise,Broward County,26.1272719,-80.3596321,Broward County
mccarty-ranch-preserve-disc-golf-course,McCarty Ranch Preserve Disc Golf Course,Port St. Lucie,Florida,34987,18,,27.2358057,-80.4818105,no,none,FL,34987,6230,512237,USA,82221.02729,Port%20St.%20Lucie,Saint Lucie County,27.2358057,-80.4818105,St. Lucie County
moccasin-creek-disc-golf-course,Moccasin Creek Disc Golf Course,Elkton,Florida,32033,25,5,29.7694535,-81.4533578,no,none,FL,32033,2350,136962,USA,58281.70213,Elkton,Saint Johns County,29.7694535,-81.4533578,St. Johns County
morgan-sports-complex,Morgan Sports Center,Destin,Florida,32541,18,4,30.3876907,-86.4612726,no,none,FL,32541,10000,1482567,USA,148256.7,Destin,Okaloosa County,30.3876907,-86.4612726,Okaloosa County
mosquito-creek,Mosquito Creek ,Sebring,Florida,33875,9,5,27.4098249,-81.5377013,no,none,FL,33875,4680,272518,USA,58230.34188,Sebring,Highlands County,27.4098249,-81.5377013,Highlands County
muscadine-meadows,Muscadine Meadows,Fort Pierce,Florida,34951,9,,27.5120103,-80.4255455,no,none,FL,34951,6980,341800,USA,48968.48138,Fort%20Pierce,Saint Lucie County,27.5120103,-80.4255455,St. Lucie County
nas-pensacola-corry-station,NAS Pensacola Corry Station,Pensacola,Florida,32507,9,,30.402111,-87.288429,no,none,FL,32507,14450,1126869,USA,77984.01384,Pensacola,Escambia County,30.402111,-87.288429,Escambia County
nas-whiting-field-disc-golf-course,NAS Whiting Field Disc Golf Course,Milton,Florida,32570,9,3,30.6060135,-87.0736322,no,none,FL,32570,14180,738017,USA,52046.33286,Milton,Santa Rosa County,30.6060135,-87.0736322,Santa Rosa County
new-world-disc-golf-cecil-field,New World Disc Golf at Cecil Field,Jacksonville,Florida,32221,20,5,30.2317199,-81.8949584,no,none,FL,32221,13880,723964,USA,52158.78963,Jacksonville,Duval County,30.2317199,-81.8949584,Duval County
trinity-baptist-college-red,Trinity Baptist College - Red,Jacksonville,Florida,32221,18,3,30.3070492,-81.7964312,no,none,FL,32221,13880,723964,USA,52158.78963,Jacksonville,Duval County,30.3070492,-81.7964312,Duval County
trinity-baptist-college-white,Trinity Baptist College - White,Jacksonville,Florida,32221,18,,30.3093671,-81.7964722,no,none,FL,32221,13880,723964,USA,52158.78963,Jacksonville,Duval County,30.3093671,-81.7964722,Duval County
north-charlotte-regional-park,North Charlotte Regional Park,Port Charlotte,Florida,33953,18,4,27.0125478,-82.179617,no,none,FL,33953,3200,252998,USA,79061.875,Port%20Charlotte,Charlotte County,27.0125478,-82.179617,Charlotte County
north-east-coachman-park,North East Coachman Park,Clearwater,Florida,33765,18,3,27.977533,-82.738012,no,none,FL,33765,6860,399447,USA,58228.42566,Clearwater,Pinellas County,27.977533,-82.738012,Pinellas County
north-park-2,North Park,Ave Maria,Florida,34142,9,,26.3485692,-81.4436923,no,none,FL,34142,10650,440994,USA,41407.88732,Ave%20Maria,Collier County,26.3485692,-81.4436923,Collier County
north-watertower-park,North Watertower Park,Sarasota,Florida,34236,18,4,27.3743764,-82.5492197,no,none,FL,34236,7220,2341113,USA,324253.8781,Sarasota,Sarasota County,27.3743764,-82.5492197,Sarasota County
northside-park-2,Northside Park,Tallahassee,Florida,32312,9,,30.580053,-84.2709745,no,none,FL,32312,16370,2153529,USA,131553.3903,Tallahassee,Leon County,30.580053,-84.2709745,Leon County
northside-park-0,Northside Park,Gainesville,Florida,32653,18,3,29.7080177,-82.3521155,no,none,FL,32653,6720,614365,USA,91423.3631,Gainesville,Alachua County,29.7080177,-82.3521155,Alachua County
ocala-greenway-disc-golf-course,Ocala Greenway Disc Golf Course,Ocala,Florida,34472,24,3,29.1623668,-82.0324307,no,none,FL,34472,13430,524926,USA,39086.07595,Ocala,Marion County,29.1623668,-82.0324307,Marion County
okeeheelee-park,Okeeheelee Park,West Palm Beach,Florida,33413,18,4,26.6576747,-80.1636528,no,none,FL,33413,8320,408923,USA,49149.39904,West%20Palm%20Beach,Palm Beach County,26.6576747,-80.1636528,Palm Beach County
oldsmar-dgc,Oldsmar Disc Golf Course,Oldsmar,Florida,34677,18,4,28.0402344,-82.6965849,no,none,FL,34677,11600,1038395,USA,89516.81034,Oldsmar,Pinellas County,28.0402344,-82.6965849,Pinellas County
orangebrook-country-club,Orangebrook Country Club,Hollywood,Florida,33021,18,,26.006221,-80.173772,no,none,FL,33021,23580,1750791,USA,74248.98219,Hollywood,Broward County,26.006221,-80.173772,Broward County
osprey-dgc,Osprey Disc Golf Course,Hurlbert Field,Florida,32544,5,3,30.4361963,-86.6849055,no,none,FL,32544,900,29135,USA,32372.22222,Hurlbert%20Field,Okaloosa County,30.4361963,-86.6849055,Okaloosa County
shane-kelly-park,Oviedo Disc Golf Course at Shane Kelly Park,Oviedo,Florida,32765,9,2,28.6791168,-81.176213,no,none,FL,32765,28600,2300127,USA,80424.02098,Oviedo,Seminole County,28.6791168,-81.176213,Seminole County
palm-springs-public-park,Palm Springs Public Park,Naples,Florida,34104,9,,26.1615477,-81.6956041,no,none,FL,34104,12620,814162,USA,64513.62916,Naples,Collier County,26.1615477,-81.6956041,Collier County
palmetto-bay-villiage-center,Palmetto Bay Village Center,Palmetto Bay,Florida,33157,21,3,25.6036096,-80.3115414,no,none,FL,33157,32560,2071933,USA,63634.3059,Palmetto%20Bay,Miami-Dade County,25.6036096,-80.3115414,Miami-Dade County
palmetto-trails,Palmetto Trails,Eustis,Florida,32726,18,,28.865774,-81.6689012,no,none,FL,32726,9420,471025,USA,50002.65393,Eustis,Lake County,28.865774,-81.6689012,Lake County
peace-community-park,Peace Community Park,Bradenton,Florida,34205,9,,27.4725623,-82.5780703,no,none,FL,34205,14900,671273,USA,45051.87919,Bradenton,Manatee County,27.4725623,-82.5780703,Manatee County
pga-national-park,PGA National Park,Palm Beach Gardens,Florida,33418,18,1,26.8119203,-80.1364445,no,none,FL,33418,21450,4514235,USA,210453.8462,Palm%20Beach%20Gardens,Palm Beach County,26.8119203,-80.1364445,Palm Beach County
picnic-island-disc-golf,Picnic Island Disc Golf,Tampa,Florida,33616,18,4,27.8534899,-82.5520403,no,none,FL,33616,7600,518437,USA,68215.39474,Tampa,Hillsborough County,27.8534899,-82.5520403,Hillsborough County
pirate-pointe-disc-golf-course,Pirate Pointe Disc Golf Course ,Fernandina Beach,Florida,32034,9,,30.6696818,-81.4625919,no,none,FL,32034,18170,2536836,USA,139616.7309,Fernandina%20Beach,Nassau County,30.6696818,-81.4625919,Nassau County
