,id,name,city,state_x,zip,holeCount,rating,latitude,longitude,Modified,Comments,state_y,zipcode,total_pop,total_income,country,avg_income,cityURL,county,latstr,lonstr
897,crossroads-disc-golf-course,Crossroads Disc Golf Course,New Smyrna Beach,Florida,32168,9,,29.0696349,-80.9844615,no,none,FL,32168,14070,1014048,USA,72071.64179104476,New%20Smyrna%20Beach,Volusia County,29.0696349,-80.9844615
898,doris-leeper-disc-golf-course,Doris Leeper Disc Golf Course,New Smyrna,Florida,32168,18,5.0,29.0696349,-80.9844615,no,none,FL,32168,14070,1014048,USA,72071.64179104476,New%20Smyrna,Volusia County,29.0696349,-80.9844615
899,holland-park,Holland Park,New Smyrna Beach,Florida,32168,18,,29.0209208,-80.9600835,no,none,FL,32168,14070,1014048,USA,72071.64179104476,New%20Smyrna%20Beach,Volusia County,29.0209208,-80.9600835
900,south-glencoe-disc-golf-course,South Glencoe Disc Golf Course,New Smyrna Beach,Florida,32168,18,,28.9938735,-80.96436369999998,no,none,FL,32168,14070,1014048,USA,72071.64179104476,New%20Smyrna%20Beach,Volusia County,28.9938735,-80.96436369999998
901,crosswynde-dgc,Crosswynde Disc Golf Course,Tampa,Florida,33619,9,,27.960763,-82.31017109999998,no,none,FL,33619,17570,664190,USA,37802.50426863973,Tampa,Hillsborough County,27.960763,-82.31017109999998
902,cypress-point-park-disc-golf-course,Cypress Point Park Disc Golf Course,Tampa,Florida,33067,18,4.0,27.9507312,-82.5439709,no,none,FL,33067,12970,1767270,USA,136258.28835774862,Tampa,Hillsborough County,27.9507312,-82.5439709
903,cypress-preserve-park,Cypress Preserve Park,Sunrise,Florida,33351,9,3.0,26.1716589,-80.2701386,no,none,FL,33351,18630,847317,USA,45481.320450885665,Sunrise,Broward County,26.1716589,-80.2701386
904,defunk-disco,DeFunk Disco,DeFuniak Springs,Florida,32433,18,5.0,30.742901300000003,-86.1246284,no,none,FL,32433,6300,261825,USA,41559.52380952382,DeFuniak%20Springs,Walton County,30.742901300000003,-86.1246284
905,diamond-disc-golf-challenge,Diamond Disc Golf Challenge,Pensacola,Florida,32502,9,,30.409277600000006,-87.224508,no,none,FL,32502,2110,206726,USA,97974.4075829384,Pensacola,Escambia County,30.409277600000006,-87.224508
906,st-lucie-village-heritage-park,Donald B. Moore Preserve,Fort Pierce,Florida,34946,9,,27.5078908,-80.3464079,no,none,FL,34946,2860,114082,USA,39888.81118881119,Fort%20Pierce,Saint Lucie County,27.5078908,-80.3464079
907,dreher-park,Dreher Park ,WPB,Florida,33405,18,5.0,26.6655994,-80.06958420000002,no,none,FL,33405,9770,797462,USA,81623.54145342887,WPB,Palm Beach County,26.6655994,-80.06958420000002
908,easterlin-park,Easterlin Park,Ft. Lauderdale,Florida,33309,18,3.0,26.1712822,-80.16091159999998,no,none,FL,33309,20340,909157,USA,44697.9842674533,Ft.%20Lauderdale,Broward County,26.1712822,-80.16091159999998
909,ed-austin-park-fore-palms-disc-golf-course,Ed Austin Park (Fore Palms Disc Golf Course),Jacksonville,Florida,32225,24,3.0,30.3655925,-81.5068395,no,none,FL,32225,28950,2090505,USA,72210.88082901554,Jacksonville,Duval County,30.3655925,-81.5068395
910,edward-medard-disc-golf-park,Edward Medard Disc Golf Park,Plant City,Florida,33567,18,4.0,27.928437899999995,-82.1621429,no,none,FL,33567,4650,258540,USA,55600.0,Plant%20City,Hillsborough County,27.928437899999995,-82.1621429
911,embrey-riddle-university-disc-golf-course,Embrey-Riddle University Disc Golf Course,Daytona Beach,Florida,32114,9,,29.2016863,-81.0408868,no,none,FL,32114,13010,393962,USA,30281.4757878555,Daytona%20Beach,Volusia County,29.2016863,-81.0408868
912,tuscawilla-park,Tuscawilla Park,Daytona Beach,Florida,32114,18,4.0,29.1998394,-81.04008309999998,no,none,FL,32114,13010,393962,USA,30281.4757878555,Daytona%20Beach,Volusia County,29.1998394,-81.04008309999998
913,estero-disc-golf-course,Estero Disc Golf Course,Estero,Florida,33928,18,3.0,26.4284157,-81.8016828,no,none,FL,33928,13340,1556716,USA,116695.35232383807,Estero,Lee County,26.4284157,-81.8016828
914,extension-park,Extension Park,Cantonment,Florida,32533,9,,30.5425784,-87.2992838,no,none,FL,32533,13830,882697,USA,63824.801156905276,Cantonment,Escambia County,30.5425784,-87.2992838
915,f-burton-smith-park,F. Burton Smith Park,Cocoa,Florida,32926,23,4.0,28.366301,-80.85714300000002,no,none,FL,32926,10580,557698,USA,52712.4763705104,Cocoa,Brevard County,28.366301,-80.85714300000002
916,fat-point-brewing,Fat Point Brewing,Punta Gorda,Florida,33950,1,,26.9420397,-82.02930090000002,no,none,FL,33950,11530,1141823,USA,99030.61578490892,Punta%20Gorda,Charlotte County,26.9420397,-82.02930090000002
917,south-county-regional-park,South County Regional Park,Punta Gorda,Florida,33950,18,,26.9332425,-82.03884959999998,no,none,FL,33950,11530,1141823,USA,99030.61578490892,Punta%20Gorda,Charlotte County,26.9332425,-82.03884959999998
918,ferry-park,Ferry Park,Fort Walton Beach,Florida,32548,18,3.0,30.419037300000006,-86.5981891,no,none,FL,32548,11490,633784,USA,55159.617058311575,Fort%20Walton%20Beach,Okaloosa County,30.419037300000006,-86.5981891
919,floral-park,Floral Park,Floral City,Florida,34436,19,4.0,28.722066,-82.30507490000002,no,none,FL,34436,3230,157235,USA,48679.56656346749,Floral%20City,Citrus County,28.722066,-82.30507490000002
920,florida-state-university-reservation,Florida State University Reservation,Tallahassee,Florida,32310,9,,30.4011509,-84.33625079999999,no,none,FL,32310,6210,219600,USA,35362.31884057971,Tallahassee,Leon County,30.4011509,-84.33625079999999
921,forrest-hills-disc-golf-and-country-club,Forest Hills Disc Golf and Country Club,Hoiliday,Florida,34690,18,,28.1760216,-82.7279205,no,none,FL,34690,6130,222550,USA,36305.05709624796,Hoiliday,Pasco County,28.1760216,-82.7279205
922,forest-park-0,Forest Park,Port Saint Joe,Florida,32456,9,,29.8003223,-85.292695,no,none,FL,32456,3230,247686,USA,76682.9721362229,Port%20Saint%20Joe,Gulf County,29.8003223,-85.292695
923,franz-ross-park,Franz Ross Park,Port Charlotte,Florida,33948,9,,27.0086697,-82.1298807,no,none,FL,33948,8210,419519,USA,51098.53836784409,Port%20Charlotte,Charlotte County,27.0086697,-82.1298807
924,murdock-baptist-church-dgc,Murdock Baptist Church Disc Golf Course,Port Charlotte,Florida,33948,5,,27.0030135,-82.144593,no,none,FL,33948,8210,419519,USA,51098.53836784409,Port%20Charlotte,Charlotte County,27.0030135,-82.144593
925,fsu-panama-city,FSU Panama City,Panama City,Florida,32405,18,,30.1895048,-85.72319350000002,no,none,FL,32405,11880,710216,USA,59782.49158249157,Panama%20City,Bay County,30.1895048,-85.72319350000002
926,g-t-bray-park-disc-golf-course,G T Bray Park Disc Golf Course,Bradenton,Florida,34209,18,,27.4754629,-82.6155423,no,none,FL,34209,16590,1416391,USA,85376.19047619047,Bradenton,Manatee County,27.4754629,-82.6155423
927,gator-links-nla,Gator Links at NLA,Milton,Florida,32583,18,4.0,30.6060135,-87.0736322,no,none,FL,32583,10760,603602,USA,56096.84014869889,Milton,Santa Rosa County,30.6060135,-87.0736322
928,pirates-cove-nla,Pirates Cove at NLA,Milton,Florida,32583,9,,30.606303600000004,-87.0745572,no,none,FL,32583,10760,603602,USA,56096.84014869889,Milton,Santa Rosa County,30.606303600000004,-87.0745572
929,gordy-road,Gordy Road Preserve Disc Golf Course,Fort Pierce,Florida,34945,27,4.0,27.397907,-80.397805,no,none,FL,34945,2100,133324,USA,63487.61904761905,Fort%20Pierce,Saint Lucie County,27.397907,-80.397805
930,halpatiokee-disc-golf-course,Halpatiokee Disc Golf Course,Stuart,Florida,34997,10,,27.1040933,-80.257592,no,none,FL,34997,21470,1781467,USA,82974.70889613414,Stuart,Martin County,27.1040933,-80.257592
931,hammock-park,Hammock Park,Dunedin,Florida,34698,9,4.0,28.032774100000005,-82.7812694,no,none,FL,34698,18990,1382427,USA,72797.63033175355,Dunedin,Pinellas County,28.032774100000005,-82.7812694
932,havana-springs-resort-disc-golf-course,Havana Springs Resort Disc Golf Course,Havana,Florida,32333,12,,30.611069399999995,-84.4704415,no,none,FL,32333,5440,285356,USA,52455.14705882352,Havana,Gadsden County,30.611069399999995,-84.4704415
933,heritage-park-and-gardens-disc-golf-course,Heritage Park and Gardens Disc Golf Course,Live Oak,Florida,32064,9,,30.2869751,-82.9737473,no,none,FL,32064,2960,122714,USA,41457.43243243243,Live%20Oak,Suwannee County,30.2869751,-82.9737473
934,heritage-park-dgc-0,Heritage Park Disc Golf Course,Perry,Florida,32347,9,,30.122041,-83.584384,no,none,FL,32347,3050,150526,USA,49352.78688524591,Perry,Taylor County,30.122041,-83.584384
935,bulldog-dgc,The Bulldog DGC,Perry,Florida,32347,9,,30.122041,-83.584384,no,none,FL,32347,3050,150526,USA,49352.78688524591,Perry,Taylor County,30.122041,-83.584384
936,hidden-oaks-disc-golf-course,Hidden Oaks Disc Golf Course,Lakeland,Florida,33813,18,5.0,27.9249943,-81.9573678,no,none,FL,33813,16700,1591960,USA,95326.94610778443,Lakeland,Polk County,27.9249943,-81.9573678
937,historical-virginia-key-beach-park,Historic Virginia Key Beach Park,Virginia Key,Florida,33149,9,2.0,25.7351393,-80.1566212,no,none,FL,33149,5360,1818558,USA,339283.20895522385,Virginia%20Key,Miami-Dade County,25.7351393,-80.1566212
938,hitzman-optimist-disc-golf-course,Hitzman Optimist Disc Golf Course,Pensacola,Florida,32504,9,4.0,30.488124,-87.1814233,no,none,FL,32504,11150,770129,USA,69069.86547085202,Pensacola,Escambia County,30.488124,-87.1814233
939,holloway-park-disc-golf-course,Holloway Park Disc Golf Course,Lakeland,Florida,33803,18,,28.0079125,-81.9114498,no,none,FL,33803,13210,1063487,USA,80506.20741862226,Lakeland,Polk County,28.0079125,-81.9114498
940,hollyland-park,Hollyland Park,Holly Hill,Florida,32117,9,3.0,29.2442537,-81.04107490000001,no,none,FL,32117,12360,426533,USA,34509.142394822,Holly%20Hill,Volusia County,29.2442537,-81.04107490000001
941,homestead-air-reserve-park,Homestead Air Reserve Park,Homestead,Florida,33032,18,4.0,25.5123763,-80.3904598,no,none,FL,33032,24990,965831,USA,38648.69947979192,Homestead,Miami-Dade County,25.5123763,-80.3904598
942,house-trees,House of Trees,Newberry,Florida,32669,18,3.0,29.6533976,-82.6267345,no,none,FL,32669,6950,607443,USA,87401.87050359714,Newberry,Alachua County,29.6533976,-82.6267345
943,jack-mclean-park,Jack McLean Park,Tallahassee,Florida,32305,24,,30.4077153,-84.2692616,no,none,FL,32305,8590,302122,USA,35171.362048894065,Tallahassee,Leon County,30.4077153,-84.2692616
944,jonesville-park,Jonesville Park,Gainesville,Florida,32606,18,4.0,29.6840821,-82.4935496,no,none,FL,32606,11530,957869,USA,83076.2359063313,Gainesville,Alachua County,29.6840821,-82.4935496
945,kathryn-abby-hanna-park,Kathryn Abbey Hanna Park,Jacksonville,Florida,32233,9,2.0,30.3709252,-81.4067718,no,none,FL,32233,12120,1234653,USA,101869.0594059406,Jacksonville,Duval County,30.3709252,-81.4067718
946,kendall-indian-hammocks-park-east,Kendall Indian Hammocks Park (East),Miami (Kendall),Florida,33176,18,2.0,25.6940179,-80.37310459999998,no,none,FL,33176,25820,2419073,USA,93689.89155693262,Miami%20(Kendall),Miami-Dade County,25.6940179,-80.37310459999998
947,kendall-indian-hammocks-park-west,Kendall Indian Hammocks Park (West),Miami (Kendall),Florida,33176,18,3.0,25.6940179,-80.37310459999998,no,none,FL,33176,25820,2419073,USA,93689.89155693262,Miami%20(Kendall),Miami-Dade County,25.6940179,-80.37310459999998
948,kenny-dixon-sports-complex,Kenny Dixon Sports Complex,Bushnell,Florida,33513,9,,28.6665067,-82.1267101,no,none,FL,33513,4810,238977,USA,49683.367983367985,Bushnell,Sumter County,28.6665067,-82.1267101
949,kiwanis-hobart-park,Kiwanis Hobart Park,Vero Beach,Florida,32967,9,,27.7328127,-80.44168,no,none,FL,32967,11480,891519,USA,77658.44947735191,Vero%20Beach,Indian River County,27.7328127,-80.44168
950,lake-aurora-christian-camp,Lake Aurora Christian Camp,Lake Wales,Florida,33898,18,3.0,27.8827915,-81.4671173,no,none,FL,33898,6650,368062,USA,55347.669172932314,Lake%20Wales,Polk County,27.8827915,-81.4671173
951,champions-pointe-lake-hiawatha-preserve-blue-tees,Lake Hiawatha Preserve,Clermont,Florida,34711,18,,28.5703699,-81.7806196,no,none,FL,34711,30930,2064074,USA,66733.72130617524,Clermont,Lake County,28.5703699,-81.7806196
952,lake-okahumpka-park,Lake Okahumpka Park,WIldwood,Florida,34785,9,,28.8329608,-82.0050021,no,none,FL,34785,5420,268582,USA,49553.87453874538,WIldwood,Sumter County,28.8329608,-82.0050021
953,lake-wauburg,Lake Wauburg,Gainesville (Micanopy),Florida,32667,18,3.0,29.526268,-82.304764,no,none,FL,32667,1780,129189,USA,72578.08988764048,Gainesville%20(Micanopy),Alachua County,29.526268,-82.304764
954,lakeview-park,Lakeview Park,Sarasota,Florida,34241,18,3.0,27.2897965,-82.42908249999998,no,none,FL,34241,7280,789404,USA,108434.61538461538,Sarasota,Sarasota County,27.2897965,-82.42908249999998
955,lakewood-park-0,Lakewood Park Regional Park ,Fort Pierce,Florida,34952,18,,27.5394884,-80.4118854,no,none,FL,34952,20340,997227,USA,49027.876106194686,Fort%20Pierce,Saint Lucie County,27.5394884,-80.4118854
956,rotary-park-2,Rotary Park,Port St. Lucie,Florida,34952,9,4.0,27.2949976,-80.2903495,no,none,FL,34952,20340,997227,USA,49027.876106194686,Port%20St.%20Lucie,Saint Lucie County,27.2949976,-80.2903495
957,lewis-lake-disc-golf-macdill-afb,Lewis Lake Disc Golf at MacDill AFB,Tampa,Florida,33621,12,,27.8332446,-82.4839414,no,none,FL,33621,810,45118,USA,55701.23456790124,Tampa,Hillsborough County,27.8332446,-82.4839414
958,liberty-park-2,Liberty Park,Lake Mary,Florida,32746,9,,28.7693034,-81.32187940000001,no,none,FL,32746,21510,2211199,USA,102798.65178986518,Lake%20Mary,Seminole County,28.7693034,-81.32187940000001
959,limona-disc-golf-course,Limona Disc Golf Course,Brandon,Florida,33510,9,2.0,27.960763,-82.31017109999998,no,none,FL,33510,14170,715089,USA,50464.99647141849,Brandon,Hillsborough County,27.960763,-82.31017109999998
960,lincoln-avenue-park-west-disc-golf-course,Lincoln Avenue Park West Disc Golf Course,Mount Dora,Florida,32757,9,,28.8077077,-81.633652,no,none,FL,32757,12920,956974,USA,74069.19504643964,Mount%20Dora,Lake County,28.8077077,-81.633652
961,nature-park-dgc-forres-park,Nature Park Disc Golf at Forres Park,Mount Dora,Florida,32757,9,,28.802457,-81.6275872,no,none,FL,32757,12920,956974,USA,74069.19504643964,Mount%20Dora,Lake County,28.802457,-81.6275872
962,malabar-disc-golf,Malabar Disc Golf,Malabar,Florida,32950,18,2.0,27.9977855,-80.5838954,no,none,FL,32950,2270,189135,USA,83319.38325991189,Malabar,Brevard County,27.9977855,-80.5838954
963,markham-park,Markham Park,Sunrise,Florida,33326,18,5.0,26.1272719,-80.3596321,no,none,FL,33326,15790,1460156,USA,92473.4642178594,Sunrise,Broward County,26.1272719,-80.3596321
964,mccarty-ranch-preserve-disc-golf-course,McCarty Ranch Preserve Disc Golf Course,Port St. Lucie,Florida,34987,18,,27.2358057,-80.4818105,no,none,FL,34987,6230,512237,USA,82221.02728731942,Port%20St.%20Lucie,Saint Lucie County,27.2358057,-80.4818105
965,moccasin-creek-disc-golf-course,Moccasin Creek Disc Golf Course,Elkton,Florida,32033,25,5.0,29.7694535,-81.45335779999998,no,none,FL,32033,2350,136962,USA,58281.70212765957,Elkton,Saint Johns County,29.7694535,-81.45335779999998
966,morgan-sports-complex,Morgan Sports Center,Destin,Florida,32541,18,4.0,30.3876907,-86.46127259999999,no,none,FL,32541,10000,1482567,USA,148256.7,Destin,Okaloosa County,30.3876907,-86.46127259999999
967,mosquito-creek,Mosquito Creek ,Sebring,Florida,33875,9,5.0,27.4098249,-81.5377013,no,none,FL,33875,4680,272518,USA,58230.341880341875,Sebring,Highlands County,27.4098249,-81.5377013
968,muscadine-meadows,Muscadine Meadows,Fort Pierce,Florida,34951,9,,27.5120103,-80.4255455,no,none,FL,34951,6980,341800,USA,48968.48137535816,Fort%20Pierce,Saint Lucie County,27.5120103,-80.4255455
969,nas-pensacola-corry-station,NAS Pensacola Corry Station,Pensacola,Florida,32507,9,,30.402111,-87.28842900000002,no,none,FL,32507,14450,1126869,USA,77984.01384083045,Pensacola,Escambia County,30.402111,-87.28842900000002
970,nas-whiting-field-disc-golf-course,NAS Whiting Field Disc Golf Course,Milton,Florida,32570,9,3.0,30.6060135,-87.0736322,no,none,FL,32570,14180,738017,USA,52046.332863187585,Milton,Santa Rosa County,30.6060135,-87.0736322
971,new-world-disc-golf-cecil-field,New World Disc Golf at Cecil Field,Jacksonville,Florida,32221,20,5.0,30.2317199,-81.89495840000002,no,none,FL,32221,13880,723964,USA,52158.78962536024,Jacksonville,Duval County,30.2317199,-81.89495840000002
972,trinity-baptist-college-red,Trinity Baptist College - Red,Jacksonville,Florida,32221,18,3.0,30.3070492,-81.7964312,no,none,FL,32221,13880,723964,USA,52158.78962536024,Jacksonville,Duval County,30.3070492,-81.7964312
973,trinity-baptist-college-white,Trinity Baptist College - White,Jacksonville,Florida,32221,18,,30.309367100000006,-81.79647220000003,no,none,FL,32221,13880,723964,USA,52158.78962536024,Jacksonville,Duval County,30.309367100000006,-81.79647220000003
974,north-charlotte-regional-park,North Charlotte Regional Park,Port Charlotte,Florida,33953,18,4.0,27.0125478,-82.17961700000002,no,none,FL,33953,3200,252998,USA,79061.875,Port%20Charlotte,Charlotte County,27.0125478,-82.17961700000002
975,north-east-coachman-park,North East Coachman Park,Clearwater,Florida,33765,18,3.0,27.977533,-82.738012,no,none,FL,33765,6860,399447,USA,58228.42565597668,Clearwater,Pinellas County,27.977533,-82.738012
976,north-park-2,North Park,Ave Maria,Florida,34142,9,,26.3485692,-81.4436923,no,none,FL,34142,10650,440994,USA,41407.88732394367,Ave%20Maria,Collier County,26.3485692,-81.4436923
977,north-watertower-park,North Watertower Park,Sarasota,Florida,34236,18,4.0,27.3743764,-82.54921970000002,no,none,FL,34236,7220,2341113,USA,324253.87811634346,Sarasota,Sarasota County,27.3743764,-82.54921970000002
978,northside-park-2,Northside Park,Tallahassee,Florida,32312,9,,30.580053000000003,-84.2709745,no,none,FL,32312,16370,2153529,USA,131553.39034819792,Tallahassee,Leon County,30.580053000000003,-84.2709745
979,northside-park-0,Northside Park,Gainesville,Florida,32653,18,3.0,29.7080177,-82.3521155,no,none,FL,32653,6720,614365,USA,91423.36309523806,Gainesville,Alachua County,29.7080177,-82.3521155
980,ocala-greenway-disc-golf-course,Ocala Greenway Disc Golf Course,Ocala,Florida,34472,24,3.0,29.1623668,-82.0324307,no,none,FL,34472,13430,524926,USA,39086.07594936709,Ocala,Marion County,29.1623668,-82.0324307
981,okeeheelee-park,Okeeheelee Park,West Palm Beach,Florida,33413,18,4.0,26.6576747,-80.1636528,no,none,FL,33413,8320,408923,USA,49149.39903846153,West%20Palm%20Beach,Palm Beach County,26.6576747,-80.1636528
982,oldsmar-dgc,Oldsmar Disc Golf Course,Oldsmar,Florida,34677,18,4.0,28.0402344,-82.6965849,no,none,FL,34677,11600,1038395,USA,89516.81034482758,Oldsmar,Pinellas County,28.0402344,-82.6965849
983,orangebrook-country-club,Orangebrook Country Club,Hollywood,Florida,33021,18,,26.006221,-80.173772,no,none,FL,33021,23580,1750791,USA,74248.98218829518,Hollywood,Broward County,26.006221,-80.173772
984,osprey-dgc,Osprey Disc Golf Course,Hurlbert Field,Florida,32544,5,3.0,30.4361963,-86.6849055,no,none,FL,32544,900,29135,USA,32372.222222222223,Hurlbert%20Field,Okaloosa County,30.4361963,-86.6849055
985,shane-kelly-park,Oviedo Disc Golf Course at Shane Kelly Park,Oviedo,Florida,32765,9,2.0,28.6791168,-81.176213,no,none,FL,32765,28600,2300127,USA,80424.02097902099,Oviedo,Seminole County,28.6791168,-81.176213
986,palm-springs-public-park,Palm Springs Public Park,Naples,Florida,34104,9,,26.1615477,-81.6956041,no,none,FL,34104,12620,814162,USA,64513.62916006339,Naples,Collier County,26.1615477,-81.6956041
987,palmetto-bay-villiage-center,Palmetto Bay Village Center,Palmetto Bay,Florida,33157,21,3.0,25.6036096,-80.31154140000002,no,none,FL,33157,32560,2071933,USA,63634.3058968059,Palmetto%20Bay,Miami-Dade County,25.6036096,-80.31154140000002
988,palmetto-trails,Palmetto Trails,Eustis,Florida,32726,18,,28.865774,-81.6689012,no,none,FL,32726,9420,471025,USA,50002.65392781317,Eustis,Lake County,28.865774,-81.6689012
989,peace-community-park,Peace Community Park,Bradenton,Florida,34205,9,,27.472562300000003,-82.5780703,no,none,FL,34205,14900,671273,USA,45051.87919463087,Bradenton,Manatee County,27.472562300000003,-82.5780703
990,pga-national-park,PGA National Park,Palm Beach Gardens,Florida,33418,18,1.0,26.8119203,-80.1364445,no,none,FL,33418,21450,4514235,USA,210453.8461538461,Palm%20Beach%20Gardens,Palm Beach County,26.8119203,-80.1364445
991,picnic-island-disc-golf,Picnic Island Disc Golf,Tampa,Florida,33616,18,4.0,27.8534899,-82.55204029999999,no,none,FL,33616,7600,518437,USA,68215.3947368421,Tampa,Hillsborough County,27.8534899,-82.55204029999999
992,pirate-pointe-disc-golf-course,Pirate Pointe Disc Golf Course ,Fernandina Beach,Florida,32034,9,,30.669681800000006,-81.4625919,no,none,FL,32034,18170,2536836,USA,139616.7308750688,Fernandina%20Beach,Nassau County,30.669681800000006,-81.4625919
993,plantation-heritage-disc-golf-course,Plantation Heritage Disc Golf Course,Plantation,Florida,33317,18,4.0,26.106748,-80.2308788,no,none,FL,33317,18600,1209252,USA,65013.548387096766,Plantation,Broward County,26.106748,-80.2308788
994,eglin-air-force-base,Post'l Point Disc Golf at Eglin Air Force Base,Eglin Air Force Base,Florida,32542,18,4.0,30.482806300000004,-86.47897840000002,no,none,FL,32542,1540,63114,USA,40983.11688311688,Eglin%20Air%20Force%20Base,Okaloosa County,30.482806300000004,-86.47897840000002
995,radford-dgc,Radford Disc Golf Course,Pensacola,Florida,32508,9,,30.488124,-87.1814233,no,none,FL,32508,1060,33239,USA,31357.547169811318,Pensacola,Escambia County,30.488124,-87.1814233
996,reed-canal-park-disc-golf-course,Reed Canal Park Disc Golf Course,South Daytona,Florida,32119,18,3.0,29.1536742,-81.01573499999998,no,none,FL,32119,10820,474637,USA,43866.63585951941,South%20Daytona,Volusia County,29.1536742,-81.01573499999998
997,river-city-nature-park-alpha,River City Nature Park - Alpha,DeBary,Florida,32713,18,4.0,28.8459115,-81.33277220000002,no,none,FL,32713,10270,689308,USA,67118.59785783838,DeBary,Volusia County,28.8459115,-81.33277220000002
998,river-city-nature-park-barwick,River City Nature Park - Barwick,DeBary,Florida,32713,18,5.0,28.8459115,-81.33277220000002,no,none,FL,32713,10270,689308,USA,67118.59785783838,DeBary,Volusia County,28.8459115,-81.33277220000002
999,riverside-church-disc-golf-course,Riverside Church Disc Golf Course,Fort Myers,Florida,33912,18,,26.544483000000003,-81.811541,no,none,FL,33912,9650,1165499,USA,120777.09844559585,Fort%20Myers,Lee County,26.544483000000003,-81.811541
1000,riviera-bay-park,Riviera Bay Park,St. Petersburg,Florida,33702,1,,27.846829,-82.628663,no,none,FL,33702,15560,968569,USA,62247.36503856041,St.%20Petersburg,Pinellas County,27.846829,-82.628663
1001,ronnie-van-zant-memorial,Ronnie Van Zant Memorial,Green Cove Springs,Florida,32043,36,3.0,30.046803000000004,-81.7946795,no,none,FL,32043,16040,1262352,USA,78700.2493765586,Green%20Cove%20Springs,Clay County,30.046803000000004,-81.7946795
1002,sawmill-disc-golf-course,Sawmill Disc Golf Course,Ocala,Florida,34482,20,4.0,29.220112100000005,-82.0473285,no,none,FL,34482,8670,519668,USA,59938.638985005775,Ocala,Marion County,29.220112100000005,-82.0473285
1003,shady-brook-greenway-park,Shady Brook Greenway Park,Lake Panasoffkee,Florida,33585,9,,28.7594828,-82.0961925,no,none,FL,33585,530,27161,USA,51247.16981132076,Lake%20Panasoffkee,Sumter County,28.7594828,-82.0961925
1004,showmens-dgc,Showmen's Disc Golf Course,Riverview,Florida,33578,18,,27.8662779,-82.3782483,no,none,FL,33578,26140,1486719,USA,56875.24866105585,Riverview,Hillsborough County,27.8662779,-82.3782483
1005,silent-lake-disc-golf-course,Silent Lake Disc Golf Course,Deerfield Beach,Florida,33442,18,,26.313650300000006,-80.15468790000001,no,none,FL,33442,14410,849040,USA,58920.194309507286,Deerfield%20Beach,Broward County,26.313650300000006,-80.15468790000001
1006,southwest-middle-school,Southwest Middle School,Palm Bay,Florida,32909,6,,27.990321100000006,-80.6597518,no,none,FL,32909,16350,783667,USA,47930.70336391436,Palm%20Bay,Brevard County,27.990321100000006,-80.6597518
1007,springfield-disc-golf-course-klutho-park,Springfield Disc Golf Course at Klutho Park,Jacksonville,Florida,32206,18,5.0,30.338015,-81.6574189,no,none,FL,32206,7250,237520,USA,32761.37931034483,Jacksonville,Duval County,30.338015,-81.6574189
1008,sun-n-fun-rv-resort,Sun-N-Fun RV Resort,Sarasota,Florida,34240,9,,27.3386579,-82.4268063,no,none,FL,34240,6530,1018873,USA,156029.55589586525,Sarasota,Sarasota County,27.3386579,-82.4268063
1009,suncoast-golf-center,Suncoast Golf Center,Sarasota,Florida,34243,9,,27.4027271,-82.5455474,no,none,FL,34243,15440,1110602,USA,71930.18134715025,Sarasota,Manatee County,27.4027271,-82.5455474
1010,sunset-disc-golf-course,Sunset Disc Golf Course,Gulf Breeze,Florida,32561,18,2.0,30.3571695,-87.1787644,no,none,FL,32561,4500,869899,USA,193310.8888888889,Gulf%20Breeze,Santa Rosa County,30.3571695,-87.1787644
1011,sunset-ridge-disc-golf-course,Sunset Ridge Disc Golf Course,Hudson,Florida,34667,18,4.0,28.3891406,-82.66152790000002,no,none,FL,34667,15040,723536,USA,48107.446808510635,Hudson,Pasco County,28.3891406,-82.66152790000002
1012,taylor-park-disc-golf-course,Taylor Park Disc Golf Course,Largo,Florida,33755,18,4.0,27.9047272,-82.8071192,no,none,FL,33755,12690,648855,USA,51131.205673758865,Largo,Pinellas County,27.9047272,-82.8071192
1013,baptist-college-florida,The Baptist College of Florida,Graceville,Florida,32440,9,,30.9635127,-85.5050938,no,none,FL,32440,2170,126177,USA,58146.08294930876,Graceville,Jackson County,30.9635127,-85.5050938
1014,bear-compass-lake,The Bear at Compass Lake,Alford,Florida,32420,18,,30.6086567,-85.3848359,no,none,FL,32420,920,39280,USA,42695.65217391304,Alford,Jackson County,30.6086567,-85.3848359
1015,jet-stream-disc-golf-course-snyder-park-0,The Jet Stream Disc Golf Course at Snyder Park,Fort Lauderdale,Florida,33315,18,,26.0839984,-80.1476455,no,none,FL,33315,6840,549566,USA,80345.90643274854,Fort%20Lauderdale,Broward County,26.0839984,-80.1476455
1016,lakehawk-lake-sumter-state-college,The LakeHawk at Lake Sumter State College,Leesburg,Florida,34788,18,4.0,28.827626,-81.79698,no,none,FL,34788,8100,398980,USA,49256.7901234568,Leesburg,Lake County,28.827626,-81.79698
1017,magnolia-disc-golf-course,The Magnolia Disc Golf Course,Live Oak,Florida,32060,18,5.0,30.2869751,-82.9737473,no,none,FL,32060,8110,391084,USA,48222.44143033292,Live%20Oak,Suwannee County,30.2869751,-82.9737473
1018,bay-dunes-disc-golf-course,The Monster at Majette Disc Golf Course,Panama City,Florida,32404,18,,30.2450427,-85.52218420000001,no,none,FL,32404,15550,777698,USA,50012.73311897105,Panama%20City,Bay County,30.2450427,-85.52218420000001
